Position,Appearances,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Successful 50/50s,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Shots,Shooting accuracy %,Big chances missed,Saves,Penalties saved,mod name,age,nationality,value_eur,overall,Season,Arial Saves,Duels %,Aerial battles %
Goalkeeper,3,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,55,18.33,0.0,0.0,0,0.0,10.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,Claudio Bravo,20,Argentina,190000,58,2017-18,4.0,0.0,0.0
Midfielder,5,0.0,0.0,6.0,83,0.0,0.0,1.0,1.0,1.0,0.0,19.0,0.0,0.0,0.0,0,137,27.4,0.0,1.0,0,0.0,2.0,1,0,7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Leon Britton,34,England,2700000,77,2017-18,0.0,28.0,0.0
Midfielder,13,0.0,0.0,3.0,100,0.0,0.0,1.0,2.0,0.0,0.0,17.0,6.0,0.0,0.0,0,129,9.92,1.0,7.0,29,0.0,5.0,0,0,3,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,100,0.0,0.0,0.0,Isaiah Brown,20,England,3800000,71,2017-18,0.0,36.76470588235294,35.13513513513514
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Marcus Browne,19,England,450000,60,2017-18,0.0,0.0,0.0
Midfielder,26,0.0,0.0,41.0,59,0.0,6.0,21.0,40.0,15.0,0.0,148.0,15.0,0.0,0.0,7,882,33.92,7.0,139.0,37,6.0,92.0,5,0,15,0.0,0,0.0,0.0,0.0,0.0,0.0,25.0,20,2.0,0.0,0.0,Chris Brunt,32,Northern Ireland,5000000,75,2017-18,0.0,54.225352112676056,51.61290322580645
Forward,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Harry Bunn,24,England,675000,65,2017-18,0.0,0.0,0.0
Midfielder,15,0.0,0.0,6.0,67,0.0,2.0,7.0,2.0,1.0,0.0,14.0,13.0,0.0,0.0,2,140,9.33,1.0,9.0,22,0.0,3.0,0,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0,1.0,0.0,0.0,Oliver Burke,20,Scotland,3900000,70,2017-18,0.0,43.28358208955224,41.666666666666664
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matt Butcher,20,England,650000,62,2017-18,0.0,0.0,0.0
Goalkeeper,35,6.0,61.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1169,33.4,0.0,0.0,0,0.0,403.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,144.0,0.0,Jack Butland,24,England,18000000,81,2017-18,52.0,0.0,0.0
Defender,5,0.0,7.0,9.0,56,0.0,2.0,9.0,13.0,9.0,0.0,10.0,2.0,0.0,0.0,0,84,16.8,0.0,10.0,30,0.0,3.0,1,0,4,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Sam Byram,23,England,4500000,73,2017-18,0.0,59.523809523809526,61.904761904761905
Midfielder,31,0.0,0.0,70.0,63,0.0,14.0,79.0,28.0,5.0,0.0,183.0,10.0,0.0,1.0,1,1293,41.71,5.0,136.0,35,6.0,62.0,7,0,35,1.0,0,0.0,0.0,0.0,2.0,0.0,38.0,32,1.0,0.0,0.0,Yohan Cabaye,31,France,11000000,79,2017-18,0.0,40.0735294117647,30.0
Defender,27,9.0,24.0,29.0,72,0.0,2.0,27.0,123.0,79.0,0.0,103.0,4.0,0.0,1.0,0,1330,49.26,0.0,0.0,0,0.0,47.0,1,1,17,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Gary Cahill,31,England,21000000,84,2017-18,0.0,69.8019801980198,75.0
Forward,32,0.0,0.0,15.0,0,0.0,10.0,10.0,22.0,13.0,0.0,0.0,0.0,0.0,0.0,6,493,15.41,6.0,19.0,0,0.0,0.0,4,0,43,15.0,4,2.0,1.0,1.0,0.0,0.13,43.0,40,5.0,0.0,0.0,Dominic Calvert-Lewin,20,England,1200000,65,2017-18,0.0,0.0,0.0
Midfielder,20,0.0,0.0,34.0,62,0.0,1.0,36.0,61.0,23.0,0.0,89.0,14.0,0.0,0.0,0,506,25.3,0.0,9.0,0,0.0,28.0,2,0,16,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0,0.0,0.0,0.0,Geoff Cameron,31,United States,5000000,76,2017-18,0.0,53.40909090909091,54.929577464788736
Midfielder,26,0.0,0.0,67.0,81,0.0,5.0,28.0,32.0,20.0,0.0,196.0,24.0,0.0,0.0,4,1543,59.35,5.0,11.0,45,11.0,76.0,8,0,27,0.0,3,2.0,1.0,0.0,1.0,0.12,27.0,30,1.0,0.0,0.0,Emre Can,23,Germany,19500000,80,2017-18,0.0,56.99300699300699,48.421052631578945
Midfielder,23,0.0,0.0,43.0,60,0.0,12.0,43.0,35.0,22.0,0.0,119.0,13.0,0.0,0.0,0,875,38.04,0.0,4.0,25,5.0,62.0,3,0,21,1.0,1,0.0,1.0,0.0,1.0,0.04,23.0,13,1.0,0.0,0.0,Etienne Capoue,28,France,7500000,76,2017-18,0.0,53.521126760563384,64.61538461538461
Defender,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Baily Cargill,21,England,850000,65,2017-18,0.0,0.0,0.0
Midfielder,2,0.0,0.0,1.0,100,0.0,1.0,1.0,3.0,0.0,0.0,17.0,2.0,0.0,0.0,0,99,49.5,0.0,0.0,0,1.0,12.0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,50,1.0,0.0,0.0,Michael Carrick,35,England,3500000,80,2017-18,0.0,40.0,0.0
Forward,7,0.0,0.0,5.0,0,0.0,4.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1,123,17.57,0.0,0.0,0,0.0,0.0,0,0,7,1.0,0,0.0,0.0,0.0,0.0,0.0,11.0,36,0.0,0.0,0.0,Guido Carrillo,26,Argentina,6500000,74,2017-18,0.0,0.0,0.0
Midfielder,37,0.0,0.0,53.0,62,0.0,9.0,29.0,15.0,5.0,0.0,139.0,14.0,0.0,1.0,4,1444,39.03,6.0,129.0,32,3.0,80.0,3,0,23,1.0,0,0.0,0.0,0.0,2.0,0.0,20.0,15,0.0,0.0,0.0,Tom Carroll,25,England,5000000,73,2017-18,0.0,46.53465346534654,34.375
Defender,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Cameron Carter-Vickers,19,United States,1700000,68,2017-18,0.0,0.0,0.0
Defender,7,1.0,6.0,8.0,63,0.0,0.0,3.0,38.0,18.0,0.0,32.0,1.0,0.0,0.0,0,185,26.43,0.0,0.0,0,0.0,24.0,1,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Craig Cathcart,28,Northern Ireland,3200000,73,2017-18,0.0,66.66666666666667,62.5
Defender,32,7.0,44.0,54.0,63,0.0,4.0,24.0,82.0,38.0,0.0,155.0,7.0,0.0,2.0,3,1275,39.84,6.0,137.0,20,2.0,77.0,3,0,16,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Cédric Soares,25,Portugal,13000000,79,2017-18,0.0,48.888888888888886,34.73684210526316
Midfielder,5,0.0,0.0,1.0,0,0.0,1.0,0.0,3.0,1.0,0.0,15.0,1.0,0.0,0.0,0,69,13.8,0.0,7.0,0,0.0,1.0,1,0,1,0.0,1,0.0,1.0,0.0,0.0,0.2,4.0,50,0.0,0.0,0.0,Nacer Chadli,27,Belgium,11000000,78,2017-18,0.0,23.076923076923077,33.333333333333336
Midfielder,6,0.0,0.0,9.0,67,0.0,2.0,6.0,6.0,6.0,0.0,36.0,7.0,0.0,0.0,0,182,30.33,0.0,2.0,0,1.0,9.0,1,0,3,1.0,0,0.0,0.0,0.0,0.0,0.0,12.0,33,1.0,0.0,0.0,Nathaniel Chalobah,22,England,9000000,75,2017-18,0.0,62.264150943396224,68.75
Defender,12,1.0,14.0,17.0,59,0.0,3.0,18.0,44.0,22.0,0.0,71.0,7.0,0.0,0.0,0,600,50.0,0.0,7.0,14,0.0,31.0,1,0,10,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Calum Chambers,22,England,9000000,75,2017-18,0.0,50.442477876106196,48.275862068965516
Defender,24,4.0,30.0,36.0,72,0.0,2.0,28.0,62.0,33.0,0.0,129.0,31.0,0.0,1.0,2,901,37.54,4.0,84.0,20,0.0,27.0,1,1,13,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Ben Chilwell,20,England,2800000,70,2017-18,0.0,54.73684210526316,52.34375
Midfielder,8,0.0,0.0,9.0,56,0.0,2.0,8.0,4.0,2.0,0.0,22.0,0.0,0.0,0.0,1,164,20.5,1.0,1.0,0,1.0,12.0,1,0,5,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,Hamza Choudhury,19,England,800000,65,2017-18,0.0,45.16129032258065,0.0
Defender,23,5.0,26.0,43.0,67,0.0,2.0,34.0,55.0,20.0,1.0,74.0,5.0,0.0,1.0,0,619,26.91,0.0,73.0,15,0.0,39.0,1,0,13,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Chris Löwe,28,Germany,3200000,73,2017-18,0.0,53.125,50.0
Defender,27,6.0,23.0,26.0,50,0.0,2.0,38.0,104.0,60.0,0.0,139.0,5.0,0.0,1.0,0,1349,49.96,0.0,0.0,0,1.0,62.0,0,0,8,1.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,Andreas Christensen,21,Denmark,23000000,81,2017-18,0.0,71.01449275362319,65.88235294117646
Defender,27,6.0,23.0,26.0,50,0.0,2.0,38.0,104.0,60.0,0.0,139.0,5.0,0.0,1.0,0,1349,49.96,0.0,0.0,0,1.0,62.0,0,0,8,1.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,Andreas Christensen,23,Denmark,350000,61,2017-18,0.0,71.01449275362319,65.88235294117646
Defender,20,4.0,30.0,25.0,68,0.0,2.0,17.0,140.0,65.0,3.0,95.0,4.0,0.0,0.0,1,699,34.95,2.0,2.0,0,1.0,61.0,3,0,17,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Ciaran Clark,27,Republic of Ireland,7500000,76,2017-18,0.0,54.42176870748299,52.56410256410256
Defender,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Jake Clarke-Salter,19,England,500000,61,2017-18,0.0,0.0,0.0
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Jordy Clasie,26,Netherlands,9000000,77,2017-18,0.0,0.0,0.0
Midfielder,23,0.0,0.0,48.0,54,0.0,6.0,25.0,19.0,6.0,0.0,151.0,5.0,0.0,0.0,2,1137,49.43,0.0,82.0,23,2.0,57.0,1,1,33,1.0,1,0.0,1.0,0.0,0.0,0.04,16.0,19,1.0,0.0,0.0,Tom Cleverley,27,England,8000000,76,2017-18,0.0,45.37444933920705,36.36363636363637
Midfielder,29,0.0,0.0,34.0,56,0.0,4.0,29.0,30.0,17.0,0.0,110.0,5.0,0.0,0.0,1,786,27.1,1.0,55.0,22,2.0,33.0,2,0,10,3.0,3,0.0,1.0,2.0,0.0,0.1,19.0,37,2.0,0.0,0.0,Sam Clucas,26,England,3700000,72,2017-18,0.0,49.44444444444444,50.68493150684932
Defender,3,1.0,1.0,3.0,33,0.0,1.0,0.0,3.0,1.0,0.0,10.0,0.0,0.0,0.0,0,104,34.67,0.0,7.0,14,0.0,5.0,1,0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Nathaniel Clyne,26,England,22000000,82,2017-18,0.0,33.333333333333336,50.0
Goalkeeper,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Luke Coddington,22,England,70000,53,2017-18,0.0,0.0,0.0
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Jack Colback,27,England,3900000,73,2017-18,0.0,0.0,0.0
Defender,12,4.0,12.0,14.0,100,0.0,0.0,10.0,23.0,16.0,0.0,53.0,25.0,0.0,1.0,1,357,29.75,1.0,28.0,14,0.0,10.0,0,0,3,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,Séamus Coleman,28,Republic of Ireland,14000000,81,2017-18,0.0,60.0,56.0
Forward,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Aaron Connolly,17,Republic of Ireland,180000,55,2017-18,0.0,0.0,0.0
Midfielder,7,0.0,0.0,5.0,80,0.0,1.0,3.0,2.0,0.0,0.0,11.0,1.0,0.0,0.0,0,96,13.71,1.0,0.0,0,0.0,7.0,0,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,Francis Coquelin,26,France,12000000,79,2017-18,0.0,52.94117647058823,50.0
Midfielder,38,0.0,0.0,60.0,73,0.0,5.0,41.0,81.0,38.0,0.0,244.0,31.0,0.0,1.0,1,1584,41.68,0.0,19.0,21,0.0,87.0,7,0,23,1.0,2,2.0,0.0,0.0,0.0,0.05,15.0,33,0.0,0.0,0.0,Jack Cork,28,England,9500000,78,2017-18,0.0,49.746192893401016,42.64705882352941
Goalkeeper,35,15.0,34.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,983,28.09,0.0,0.0,0,0.0,188.0,2,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,76.0,0.0,Thibaut Courtois,25,Belgium,59000000,89,2017-18,42.0,0.0,0.0
Defender,3,0.0,7.0,3.0,67,0.0,0.0,1.0,9.0,4.0,1.0,9.0,1.0,0.0,0.0,0,90,30.0,0.0,0.0,0,0.0,8.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Martin Cranie,30,England,650000,68,2017-18,0.0,66.66666666666667,50.0
Defender,36,10.0,60.0,34.0,62,0.0,6.0,44.0,110.0,67.0,0.0,149.0,5.0,0.0,0.0,7,1299,36.08,5.0,196.0,18,3.0,98.0,7,0,20,3.0,1,0.0,0.0,1.0,2.0,0.0,0.0,0,0.0,0.0,0.0,Aaron Cresswell,27,England,7000000,76,2017-18,0.0,51.627906976744185,54.285714285714285
Forward,31,0.0,0.0,2.0,0,0.0,1.0,1.0,31.0,28.0,0.0,0.0,0.0,0.0,0.0,2,634,20.45,5.0,3.0,0,0.0,0.0,4,0,40,14.0,5,3.0,1.0,1.0,2.0,0.16,23.0,39,3.0,0.0,0.0,Peter Crouch,36,England,2000000,74,2017-18,0.0,0.0,0.0
Midfielder,2,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,4,2.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Josh Cullen,21,Republic of Ireland,950000,65,2017-18,0.0,0.0,0.0
Goalkeeper,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Pontus Dahlberg,18,Sweden,775000,65,2017-18,0.0,0.0,0.0
Defender,35,6.0,50.0,48.0,71,0.0,6.0,31.0,93.0,39.0,1.0,214.0,13.0,0.0,0.0,3,1568,44.8,4.0,106.0,11,2.0,59.0,0,0,7,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Charlie Daniels,30,England,4800000,75,2017-18,0.0,56.22119815668203,51.111111111111114
Defender,17,1.0,26.0,10.0,50,0.0,3.0,23.0,97.0,60.0,0.0,72.0,7.0,0.0,1.0,0,566,33.29,1.0,2.0,0,1.0,47.0,4,0,12,2.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Scott Dann,30,England,7500000,78,2017-18,0.0,54.4,59.75609756097561
Defender,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Tendayi Darikwa,25,England,1900000,70,2017-18,0.0,0.0,0.0
Goalkeeper,10,2.0,15.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,297,29.7,0.0,0.0,0,0.0,82.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,35.0,0.0,Karl Darlow,26,England,1600000,70,2017-18,15.0,0.0,0.0
Defender,8,3.0,3.0,16.0,88,0.0,0.0,7.0,22.0,14.0,0.0,17.0,1.0,0.0,0.0,0,195,24.38,0.0,6.0,0,0.0,9.0,0,0,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matteo Darmian,27,Italy,13500000,80,2017-18,0.0,47.05882352941177,50.0
Midfielder,33,0.0,0.0,30.0,67,0.0,8.0,24.0,17.0,10.0,0.0,110.0,26.0,0.0,0.0,1,691,20.94,0.0,17.0,29,1.0,22.0,7,0,38,3.0,2,0.0,1.0,1.0,0.0,0.06,21.0,14,1.0,0.0,0.0,Tom Davies,19,England,7000000,73,2017-18,0.0,41.935483870967744,34.54545454545455
Midfielder,33,0.0,0.0,30.0,67,0.0,8.0,24.0,17.0,10.0,0.0,110.0,26.0,0.0,0.0,1,691,20.94,0.0,17.0,29,1.0,22.0,7,0,38,3.0,2,0.0,1.0,1.0,0.0,0.06,21.0,14,1.0,0.0,0.0,Tom Davies,25,England,230000,60,2017-18,0.0,41.935483870967744,34.54545454545455
Midfielder,23,0.0,0.0,30.0,70,0.0,4.0,15.0,23.0,12.0,0.0,137.0,9.0,0.0,1.0,0,1044,45.39,1.0,42.0,29,7.0,45.0,0,0,8,3.0,3,1.0,1.0,1.0,0.0,0.13,13.0,31,0.0,0.0,0.0,Steven Davis,32,Northern Ireland,6500000,77,2017-18,0.0,44.85294117647059,35.0
Defender,28,7.0,39.0,38.0,74,0.0,5.0,52.0,132.0,81.0,0.0,133.0,8.0,0.0,0.0,0,906,32.36,1.0,42.0,33,0.0,61.0,6,0,35,4.0,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Craig Dawson,27,England,6000000,75,2017-18,0.0,58.095238095238095,63.24324324324324
Midfielder,37,0.0,0.0,62.0,69,0.0,24.0,25.0,12.0,3.0,0.0,207.0,63.0,0.0,0.0,16,2693,72.78,19.0,248.0,25,41.0,130.0,2,0,30,2.0,8,0.0,3.0,5.0,4.0,0.22,94.0,41,3.0,0.0,0.0,Kevin Bruyne,26,Belgium,83000000,89,2017-18,0.0,47.910863509749305,48.38709677419355
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Siem Jong,28,Netherlands,7500000,76,2017-18,0.0,0.0,0.0
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Zachary Dearnley,18,England,775000,63,2017-18,0.0,0.0,0.0
Defender,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Mathieu Debuchy,31,France,6000000,77,2017-18,0.0,0.0,0.0
Forward,29,0.0,0.0,15.0,0,0.0,9.0,5.0,20.0,14.0,0.0,0.0,0.0,0.0,0.0,2,542,18.69,4.0,7.0,0,0.0,0.0,1,1,24,16.0,5,0.0,5.0,0.0,0.0,0.17,36.0,42,5.0,0.0,0.0,Troy Deeney,29,England,10500000,78,2017-18,0.0,0.0,0.0
Forward,24,0.0,0.0,12.0,0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,131,5.46,1.0,5.0,0,0.0,0.0,1,0,12,9.0,4,0.0,4.0,0.0,3.0,0.17,27.0,56,3.0,0.0,0.0,Jermain Defoe,34,England,8000000,80,2017-18,0.0,0.0,0.0
Midfielder,24,0.0,0.0,33.0,67,0.0,5.0,46.0,18.0,2.0,0.0,156.0,13.0,0.0,0.0,1,1016,42.33,1.0,35.0,29,2.0,68.0,6,0,13,0.0,1,0.0,1.0,0.0,0.0,0.04,19.0,37,0.0,0.0,0.0,Steven Defour,29,Belgium,10000000,78,2017-18,0.0,45.3125,27.77777777777778
Defender,2,0.0,5.0,2.0,50,0.0,0.0,3.0,7.0,5.0,0.0,6.0,1.0,0.0,0.0,0,38,19.0,0.0,0.0,0,0.0,3.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Damien Delaney,35,Republic of Ireland,1300000,74,2017-18,0.0,42.857142857142854,0.0
Midfielder,22,0.0,0.0,46.0,74,0.0,4.0,30.0,35.0,11.0,0.0,149.0,30.0,0.0,1.0,2,1614,73.36,1.0,13.0,23,0.0,52.0,2,0,15,0.0,1,0.0,1.0,0.0,0.0,0.05,10.0,30,0.0,0.0,0.0,Fabian Delph,27,England,10000000,77,2017-18,0.0,59.68586387434555,40.38461538461539
Defender,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Jason Denayer,22,Belgium,7000000,74,2017-18,0.0,0.0,0.0
Forward,33,0.0,0.0,14.0,0,0.0,6.0,11.0,35.0,24.0,0.0,0.0,0.0,0.0,0.0,1,482,14.61,1.0,3.0,0,0.0,0.0,1,0,28,6.0,6,2.0,3.0,1.0,1.0,0.18,25.0,48,3.0,0.0,0.0,Laurent Depoitre,28,Belgium,6000000,74,2017-18,0.0,0.0,0.0
Forward,14,0.0,0.0,9.0,67,0.0,0.0,8.0,7.0,5.0,0.0,33.0,16.0,0.0,0.0,1,227,16.21,0.0,10.0,30,1.0,4.0,1,0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,6.0,33,1.0,0.0,0.0,Fousseni Diabaté,21,Mali,300000,60,2017-18,0.0,51.45631067961165,56.0
Midfielder,31,0.0,0.0,89.0,72,0.0,6.0,48.0,28.0,22.0,0.0,142.0,25.0,0.0,0.0,0,816,26.32,1.0,6.0,17,2.0,47.0,3,0,44,0.0,2,0.0,2.0,0.0,0.0,0.06,20.0,30,0.0,0.0,0.0,Mohamed Diamé,30,Senegal,3800000,73,2017-18,0.0,47.94871794871795,52.10084033613445
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Grady Diangana,19,England,200000,58,2017-18,0.0,0.0,0.0
Forward,5,0.0,0.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,28,5.6,0.0,1.0,0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,33,1.0,0.0,0.0,Brahim Díaz,17,Spain,1300000,66,2017-18,0.0,0.0,0.0
Forward,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Diego Costa,28,Spain,46000000,86,2017-18,0.0,0.0,0.0
Midfielder,34,0.0,0.0,61.0,70,0.0,9.0,48.0,82.0,46.0,0.0,170.0,13.0,0.0,2.0,2,2248,66.12,3.0,26.0,19,2.0,164.0,4,0,23,1.0,0,0.0,0.0,0.0,1.0,0.0,32.0,22,1.0,0.0,0.0,Eric Dier,23,England,25000000,82,2017-18,0.0,56.206896551724135,57.241379310344826
Forward,35,0.0,0.0,48.0,0,0.0,12.0,14.0,70.0,43.0,0.0,0.0,0.0,0.0,0.0,2,558,15.94,3.0,34.0,0,0.0,0.0,6,0,38,23.0,6,1.0,2.0,3.0,0.0,0.17,59.0,34,7.0,0.0,0.0,Mame Diouf,29,Senegal,9000000,77,2017-18,0.0,0.0,0.0
Defender,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Brice Djédjé,26,Ivory Coast,5500000,74,2017-18,0.0,0.0,0.0
