Position,Appearances,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Successful 50/50s,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Shots,Shooting accuracy %,Big chances missed,Saves,Penalties saved,mod name,age,nationality,value_eur,overall,Season,Arial Saves,Duels %,Aerial battles %
Defender,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Joy Mukena,18,Belgium,375000,60,2018-19,0.0,0.0,0.0
Goalkeeper,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Arijanet Muric,19,Montenegro,450000,61,2018-19,0.0,0.0,0.0
Goalkeeper,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Brian Murphy,35,Republic of Ireland,110000,64,2018-19,0.0,0.0,0.0
Forward,38,0.0,0.0,17.0,0,0.0,10.0,2.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,1,606,15.95,2.0,8.0,0,0.0,0.0,5,0,80,38.0,13,2.0,10.0,1.0,1.0,0.34,54.0,39,6.0,0.0,0.0,Glenn Murray,34,England,4100000,76,2018-19,0.0,0.0,0.0
Forward,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Ahmed Musa,25,Nigeria,8500000,75,2018-19,0.0,0.0,0.0
Defender,31,5.0,40.0,62.0,73,0.0,1.0,58.0,161.0,106.0,1.0,116.0,8.0,0.0,1.0,0,1765,56.94,0.0,11.0,9,4.0,98.0,9,0,42,4.0,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Shkodran Mustafi,26,Germany,22500000,82,2018-19,0.0,62.69592476489028,66.48648648648648
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Jordon Mutch,26,England,1000000,68,2018-19,0.0,0.0,0.0
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Alfred N'Diaye,28,Senegal,8000000,77,2018-19,0.0,0.0,0.0
Forward,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Mikael Ndjoli,19,England,450000,60,2018-19,0.0,0.0,0.0
Forward,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Reiss Nelson,18,England,1100000,65,2018-19,0.0,0.0,0.0
Defender,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Vashon Neufville,18,England,170000,56,2018-19,0.0,0.0,0.0
Forward,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Lukas Nmecha,19,England,1400000,66,2018-19,0.0,0.0,0.0
Midfielder,31,0.0,0.0,47.0,55,0.0,5.0,21.0,12.0,2.0,0.0,189.0,14.0,0.0,0.0,5,1507,48.61,2.0,23.0,22,10.0,136.0,6,1,23,1.0,5,0.0,4.0,1.0,0.0,0.16,17.0,47,0.0,0.0,0.0,Mark Noble,31,England,6500000,76,2018-19,0.0,49.08256880733945,50.0
Forward,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Nordin Amrabat,31,Morocco,9000000,78,2018-19,0.0,0.0,0.0
Defender,5,0.0,10.0,9.0,44,0.0,0.0,8.0,14.0,3.0,0.0,25.0,1.0,0.0,1.0,1,225,45.0,0.0,0.0,0,0.0,21.0,0,0,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Håvard Nordtveit,28,Norway,7000000,76,2018-19,0.0,66.66666666666667,66.66666666666667
Goalkeeper,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Magnus Norman,21,England,130000,56,2018-19,0.0,0.0,0.0
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Mathias Normann,22,Norway,1500000,69,2018-19,0.0,0.0,0.0
Goalkeeper,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Will Norris,24,England,625000,66,2018-19,0.0,0.0,0.0
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Oliver Norwood,27,Northern Ireland,3500000,72,2018-19,0.0,0.0,0.0
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Lewis O'Brien,19,England,150000,54,2018-19,0.0,0.0,0.0
Goalkeeper,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Kieran O'Hara,22,Republic of Ireland,160000,58,2018-19,0.0,0.0,0.0
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Stuart O'Keefe,27,England,600000,65,2018-19,0.0,0.0,0.0
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Aiden O'Neill,19,Australia,600000,63,2018-19,0.0,0.0,0.0
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Tashan Oakley-Boothe,18,England,925000,64,2018-19,0.0,0.0,0.0
Forward,6,0.0,0.0,1.0,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,18,3.0,1.0,1.0,0,0.0,0.0,1,0,2,1.0,1,0.0,1.0,0.0,0.0,0.17,7.0,43,3.0,0.0,0.0,Michael Obafemi,17,Republic of Ireland,600000,62,2018-19,0.0,0.0,0.0
Defender,31,3.0,62.0,48.0,71,0.0,1.0,42.0,144.0,59.0,0.0,191.0,16.0,1.0,0.0,1,1332,42.97,1.0,13.0,31,2.0,68.0,4,0,37,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Denis Odoi,30,Belgium,775000,69,2018-19,0.0,56.390977443609025,50.925925925925924
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Nnamdi Ofoborh,18,Nigeria,290000,59,2018-19,0.0,0.0,0.0
Defender,24,2.0,36.0,31.0,42,0.0,2.0,35.0,99.0,45.0,0.0,93.0,1.0,0.0,0.0,1,795,33.13,1.0,0.0,0,1.0,44.0,2,0,15,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Angelo Ogbonna,30,Italy,7500000,78,2018-19,0.0,64.83516483516483,68.10344827586206
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Prince Oniangué,29,Congo,1700000,70,2018-19,0.0,0.0,0.0
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Josh Onomah,21,England,4200000,71,2018-19,0.0,0.0,0.0
Forward,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Henry Onyekuru,21,Nigeria,12500000,76,2018-19,0.0,0.0,0.0
Forward,12,0.0,0.0,6.0,0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,108,9.0,0.0,5.0,0,0.0,0.0,0,0,2,3.0,3,2.0,1.0,0.0,1.0,0.25,13.0,46,1.0,0.0,0.0,Divock Origi,23,Belgium,12000000,77,2018-19,0.0,0.0,0.0
Defender,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Jordi Osei-Tutu,19,England,240000,58,2018-19,0.0,0.0,0.0
Defender,18,9.0,7.0,24.0,58,0.0,1.0,29.0,55.0,23.0,0.0,70.0,2.0,0.0,1.0,0,1245,69.17,0.0,1.0,0,0.0,47.0,1,0,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Nicolás Otamendi,30,Argentina,33000000,86,2018-19,0.0,66.66666666666667,62.121212121212125
Forward,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Obbi Oularé,22,Belgium,2500000,70,2018-19,0.0,0.0,0.0
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Reece Oxford,19,England,1500000,68,2018-19,0.0,0.0,0.0
Midfielder,2,0.0,0.0,1.0,100,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,13,6.5,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,100,1.0,0.0,0.0,Alex Oxlade-Chamberlain,24,England,19500000,80,2018-19,0.0,100.0,0.0
Midfielder,24,0.0,0.0,12.0,42,0.0,3.0,4.0,4.0,2.0,0.0,82.0,21.0,0.0,0.0,2,1118,46.58,3.0,42.0,43,7.0,29.0,2,0,10,10.0,5,0.0,0.0,5.0,1.0,0.21,11.0,55,1.0,0.0,0.0,Mesut Özil,29,Germany,43500000,86,2018-19,0.0,41.37931034482759,27.77777777777778
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Kasey Palmer,21,England,2600000,70,2018-19,0.0,0.0,0.0
Defender,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Erik Palmer-Brown,21,United States,975000,66,2018-19,0.0,0.0,0.0
Goalkeeper,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Costel Pantilimon,31,Romania,1400000,71,2018-19,0.0,0.0,0.0
Defender,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Josh Pask,20,England,160000,57,2018-19,0.0,0.0,0.0
Forward,27,0.0,0.0,21.0,0,0.0,11.0,8.0,28.0,16.0,0.0,0.0,0.0,0.0,0.0,1,552,20.44,4.0,23.0,0,0.0,0.0,4,0,41,10.0,4,1.0,2.0,1.0,1.0,0.15,41.0,20,3.0,0.0,0.0,Callum Paterson,23,Scotland,3200000,71,2018-19,0.0,0.0,0.0
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Jack Payne,23,England,1200000,68,2018-19,0.0,0.0,0.0
Defender,20,5.0,26.0,39.0,64,0.0,0.0,18.0,53.0,29.0,1.0,70.0,3.0,0.0,0.0,0,342,17.1,0.0,6.0,50,0.0,21.0,4,0,15,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Lee Peltier,31,England,700000,69,2018-19,0.0,59.09090909090909,53.57142857142857
Forward,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Adalberto Peñaranda,21,Venezuela,6000000,73,2018-19,0.0,0.0,0.0
Defender,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matthew Pennington,23,England,1000000,67,2018-19,0.0,0.0,0.0
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Pedro Pereira,20,Portugal,1600000,69,2018-19,0.0,0.0,0.0
Midfielder,33,0.0,0.0,21.0,57,0.0,14.0,23.0,20.0,10.0,0.0,186.0,41.0,0.0,1.0,1,1121,33.97,7.0,40.0,20,3.0,46.0,3,0,27,3.0,6,0.0,5.0,1.0,4.0,0.18,57.0,37,6.0,0.0,0.0,Roberto Pereyra,27,Argentina,13000000,79,2018-19,0.0,36.55913978494624,17.391304347826086
Defender,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Nathaniel Phillips,21,England,425000,61,2018-19,0.0,0.0,0.0
Goalkeeper,38,14.0,46.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,1118,29.42,0.0,0.0,0,0.0,285.0,1,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,94.0,3.0,Jordan Pickford,24,England,23500000,83,2018-19,27.0,0.0,0.0
Defender,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Jérémy Pied,29,France,3000000,73,2018-19,0.0,0.0,0.0
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Anthony Pilkington,30,Republic of Ireland,875000,68,2018-19,0.0,0.0,0.0
Midfielder,35,0.0,0.0,47.0,64,0.0,29.0,18.0,36.0,25.0,0.0,218.0,60.0,0.0,0.0,9,2068,59.09,7.0,28.0,11,15.0,165.0,6,0,54,5.0,13,1.0,11.0,1.0,3.0,0.37,105.0,48,7.0,0.0,0.0,Paul Pogba,25,France,73000000,88,2018-19,0.0,47.46450304259635,49.166666666666664
Goalkeeper,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Nick Pope,26,England,13000000,80,2018-19,0.0,0.0,0.0
Midfielder,48,0.0,0.0,59.0,59,0.0,27.0,22.0,15.0,3.0,0.0,205.0,45.0,0.0,0.0,1,1266,26.38,7.0,129.0,23,3.0,41.0,3,0,20,8.0,3,0.0,0.0,3.0,0.0,0.06,69.0,25,0.0,0.0,0.0,Alex Pritchard,25,England,7500000,74,2018-19,0.0,46.208530805687204,22.857142857142858
Defender,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,3.0,0.0,0.0,0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Sebastian Prödl,31,Austria,4500000,75,2018-19,0.0,0.0,0.0
Midfielder,30,0.0,0.0,50.0,56,0.0,2.0,53.0,33.0,12.0,0.0,192.0,30.0,0.0,0.0,1,1213,40.43,2.0,16.0,13,2.0,74.0,2,0,33,1.0,1,0.0,1.0,0.0,1.0,0.03,15.0,13,1.0,0.0,0.0,Davy Pröpper,26,Netherlands,10500000,77,2018-19,0.0,49.08424908424909,58.73015873015873
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Marc Pugh,31,England,2100000,71,2018-19,0.0,0.0,0.0
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Christian Pulisic,19,United States,19000000,79,2018-19,0.0,0.0,0.0
Midfielder,11,0.0,0.0,8.0,63,0.0,3.0,4.0,8.0,2.0,0.0,23.0,5.0,0.0,0.0,0,212,19.27,2.0,9.0,22,1.0,12.0,1,0,12,1.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0,1.0,0.0,0.0,Jason Puncheon,32,England,3000000,73,2018-19,0.0,35.59322033898305,50.0
Forward,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,8.5,0.0,0.0,0,0.0,0.0,0,0,2,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Collin Quaner,27,Germany,1200000,69,2018-19,0.0,0.0,0.0
Midfielder,1,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Rafael Camacho,18,Portugal,525000,61,2018-19,0.0,100.0,0.0
Midfielder,28,0.0,0.0,45.0,51,0.0,13.0,29.0,28.0,10.0,0.0,141.0,5.0,0.0,0.0,0,778,27.79,5.0,77.0,31,1.0,81.0,4,1,29,1.0,0,0.0,0.0,0.0,0.0,0.0,23.0,13,1.0,0.0,0.0,Joe Ralls,24,England,7500000,74,2018-19,0.0,46.733668341708544,45.205479452054796
Midfielder,4,0.0,0.0,1.0,100,0.0,0.0,1.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0,43,10.75,0.0,3.0,33,1.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Ramadan Sobhi,21,Egypt,9500000,75,2018-19,0.0,43.75,75.0
Goalkeeper,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Aaron Ramsdale,20,England,550000,62,2018-19,0.0,0.0,0.0
Midfielder,28,0.0,0.0,34.0,53,0.0,11.0,9.0,3.0,1.0,0.0,89.0,12.0,0.0,0.0,6,773,27.61,2.0,15.0,33,5.0,26.0,0,0,21,4.0,4,0.0,1.0,3.0,0.0,0.14,33.0,39,2.0,0.0,0.0,Aaron Ramsey,27,Wales,25000000,82,2018-19,0.0,45.142857142857146,38.23529411764706
Defender,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Connor Randall,22,England,375000,61,2018-19,0.0,0.0,0.0
Forward,33,0.0,0.0,24.0,0,0.0,15.0,3.0,24.0,13.0,0.0,0.0,0.0,0.0,0.0,6,666,20.18,7.0,55.0,0,0.0,0.0,3,1,26,15.0,10,0.0,9.0,1.0,0.0,0.3,84.0,48,16.0,0.0,0.0,Marcus Rashford,20,England,26500000,81,2018-19,0.0,0.0,0.0
Defender,26,5.0,49.0,23.0,61,0.0,0.0,24.0,77.0,36.0,1.0,111.0,6.0,0.0,1.0,0,1053,40.5,0.0,1.0,0,0.0,37.0,1,0,12,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Tim Ream,30,United States,3000000,73,2018-19,0.0,53.164556962025316,52.22222222222222
Midfielder,38,0.0,0.0,45.0,49,0.0,27.0,20.0,21.0,8.0,0.0,171.0,92.0,0.0,0.0,4,1125,29.61,7.0,75.0,28,6.0,48.0,3,0,29,15.0,6,0.0,5.0,0.0,4.0,0.16,74.0,30,6.0,0.0,0.0,Nathan Redmond,24,England,8500000,75,2018-19,0.0,40.94827586206897,28.089887640449437
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Harrison Reed,23,England,1300000,69,2018-19,0.0,0.0,0.0
Defender,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Winston Reid,29,New Zealand,7000000,77,2018-19,0.0,0.0,0.0
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Jeff Reine-Adélaïde,20,France,1700000,67,2018-19,0.0,0.0,0.0
Defender,35,10.0,45.0,118.0,56,0.0,10.0,60.0,106.0,55.0,0.0,216.0,68.0,0.0,0.0,6,1532,43.77,10.0,104.0,14,3.0,43.0,7,0,41,2.0,2,0.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,Ricardo Pereira,24,Portugal,20000000,81,2018-19,0.0,55.14705882352941,46.808510638297875
Defender,35,10.0,45.0,118.0,56,0.0,10.0,60.0,106.0,55.0,0.0,216.0,68.0,0.0,0.0,6,1532,43.77,10.0,104.0,14,3.0,43.0,7,0,41,2.0,2,0.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,Ricardo Pereira,27,Brazil,14500000,79,2018-19,0.0,55.14705882352941,46.808510638297875
Defender,35,10.0,45.0,118.0,56,0.0,10.0,60.0,106.0,55.0,0.0,216.0,68.0,0.0,0.0,6,1532,43.77,10.0,104.0,14,3.0,43.0,7,0,41,2.0,2,0.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,Ricardo Pereira,27,Brazil,1100000,69,2018-19,0.0,55.14705882352941,46.808510638297875
